id,customer_id,last_status,pos_origin,pos_destination,created_at,updated_at,deleted_at
182d4370-042c-446d-8291-61f1a552fcbc,948f0d9c-d8c9-497e-8e43-63641c390fd0,DELIVERY,Andersonbury,New Molly,2023-04-30 19:47:35,2023-07-02 19:47:35,
d1527dda-cbc4-4256-bca6-31553b115339,d228a02c-3ff0-49d6-8882-b83d691d3322,CREATED,Whitemouth,Denisestad,2022-12-30 20:07:06,2022-12-30 20:07:06,
dc0c3ea7-ea67-4c8e-98e6-7ac3e4d08ed5,a3ca9ec4-55ce-4af3-b333-a01426ffe39d,DONE,South Catherine,New Scott,2023-06-26 16:24:10,2023-07-30 16:24:10,2023-07-30 16:24:10
a3e3ad55-a2a8-45a8-b1f1-cb75148c513c,5b120164-4370-4eec-8b89-7af5e4eb9543,DELIVERY,Maryhaven,Desireeton,2023-02-28 01:57:30,2023-04-30 01:57:30,
96c38808-9183-4fa4-8c2d-4c26bfc9bd9e,e41fabb8-a73b-43a1-bcac-11b8296f2d0f,IN_TRANSIT,New Shannon,Thomasmouth,2022-12-23 02:13:06,2022-12-30 02:13:06,
d03842d7-34de-48f6-a735-de25742d43fc,4826e9b0-8989-4c16-8907-f029d2a6b98b,PENDING,Hinesview,Lake Sara,2023-03-26 05:16:54,2023-05-20 05:16:54,
1fef754d-c52e-4198-b53a-b2717d4e62ac,ae1499c3-6adb-4400-8c65-e378e8b6f669,CREATED,Lake Staceyhaven,Joshuaborough,2023-04-24 04:25:23,2023-04-24 04:25:23,
61563661-278d-4ace-9cc4-dff1551ae2d1,b21a76af-a1f9-4f0a-a561-31df3bdf3814,CREATED,Deniseville,West Ericastad,2023-01-23 01:06:20,2023-01-23 01:06:20,
a0f726f3-ef20-4546-bff9-b50661ce82f0,670c2e84-b369-4e15-a4fc-4bdcdef2b0e0,DELIVERY,Robbinsview,East Kathryn,2023-08-22 13:35:39,2023-09-20 13:35:39,
4f058f96-fb50-42ec-a010-cf0f91654afe,a67d73be-8d7b-4a14-9f46-f7a5fcaeb419,CREATED,East Tamarashire,Port Francesview,2023-09-20 05:53:39,2023-09-20 05:53:39,
74b3b33d-205f-4090-9854-04bc9de9206d,a574dd51-f41e-4608-b214-b8bcfb845bef,DELIVERY,New Kimberly,Port Helenchester,2023-04-11 09:04:19,2023-04-17 09:04:19,
87af1aba-8a0b-482c-8528-21b54efacea0,879dc1a5-5998-4bab-bf9f-65feddde1fe0,DELIVERY,Yangberg,Josephchester,2023-02-14 02:00:33,2023-02-27 02:00:33,
d64cc959-9657-49d3-8a2f-21057e85b6a8,67c872f7-0a80-42e9-972c-f3fb4c7fa8d8,IN_TRANSIT,Craigstad,Charlesland,2023-05-25 21:35:59,2023-08-09 21:35:59,
489351a3-d654-42e1-841f-d096d8f2883f,e21a2894-f6e7-46b0-b6e7-7a058edc6905,DELIVERY,South Christine,Novakville,2023-08-02 20:51:59,2023-09-11 20:51:59,
bd435568-98b9-473b-959e-d8fab47c6193,8811d03d-953b-474e-b88f-08f430bd30e9,CREATED,Harmontown,Michelletown,2022-12-08 21:54:44,2022-12-08 21:54:44,
0879652e-d6a0-47c0-8686-47878a709d27,3041d9d6-f6b3-42ea-af3b-6668bd38dff6,CREATED,Aliciaburgh,Lynchshire,2023-10-14 22:40:52,2023-10-14 22:40:52,
276ad32e-f325-4019-ac7e-4e1e51a1ecc0,181af85b-d268-42cd-91b4-0cde4318fd6a,DELIVERY,Codyhaven,Wheelertown,2023-06-14 23:23:35,2023-09-17 23:23:35,
4a9085d8-d74a-4084-9f2c-055a935f24d3,0bb55b12-213c-4dfb-a665-9c2aa9768326,PENDING,Lake Stephenburgh,New Kaitlyn,2023-06-18 07:30:11,2023-09-26 07:30:11,
42f82aa0-696a-4a3a-95b4-b697ad332c9a,9d52a373-e02d-4a6a-9d93-457806a95cc8,PENDING,Sydneymouth,Michaelfurt,2023-01-07 23:01:05,2023-02-12 23:01:05,
04441ffc-e2e4-407f-b264-b24403760e4a,ea841a24-de0f-4c9a-9e86-3205b9a4df73,DELIVERY,South Brettview,Ruizbury,2022-12-15 01:39:00,2023-01-18 01:39:00,
05e18891-45ef-435f-96ac-41418f2d16ec,166424ce-58f3-4cb1-9f58-6e5ef938dc6d,PENDING,South Royborough,Jasonville,2023-03-30 09:49:03,2023-06-05 09:49:03,
b3a940e7-03b8-4494-8be3-3f1c2ca25c8c,8d5dcf66-cf94-463a-a648-fca583bd0483,PENDING,Lisaside,South Brandytown,2023-02-20 08:43:33,2023-05-27 08:43:33,
9e268991-455a-4139-b19b-7c77e4c061d3,64865249-71eb-4111-8234-aecece344652,DONE,Duranhaven,North Antonio,2023-04-10 03:02:55,2023-04-17 03:02:55,2023-04-17 03:02:55
61d3688c-12a8-453d-b290-d6954bf80b2f,02733299-16fe-42a0-8033-02ed2a5a7e03,PENDING,Spencerville,Jasonton,2023-08-09 12:19:20,2023-10-05 12:19:20,
5d694568-7a3e-410d-ada2-5017f5e2e966,5b92c759-2ce1-403b-ad5c-e6ef72baa491,DELIVERY,Mcbrideview,Villamouth,2023-06-06 05:02:08,2023-08-09 05:02:08,
fb7c8cc0-cd49-4d08-bc92-582dfc63133e,dcfc5f21-1988-4685-b2cc-d0ecf41a5cf8,PENDING,Laurafurt,East Edward,2023-08-16 17:04:31,2023-10-31 17:04:31,
1aacd489-645d-4084-b519-9ac993c2b4c8,f94997e4-b335-4bef-8afa-e06eedf1c7fd,IN_TRANSIT,Rodriguezstad,Stephenside,2023-05-26 14:57:25,2023-08-31 14:57:25,
e0ddde16-6cdb-4fce-8e9f-743f43b803c3,c7800d41-9a36-42ad-bbe6-5732301cdf68,DELIVERY,Yvettebury,Georgemouth,2022-12-05 09:27:16,2023-01-02 09:27:16,
9e24108b-9e11-47d5-87e4-e75a943f3ae7,da78fc97-2aee-411f-9618-a5520a41173d,CREATED,Maddenview,Gutierrezberg,2023-09-28 06:39:08,2023-09-28 06:39:08,
21317548-672c-48a3-a1d6-9754ed6d1cf0,e202fc50-cae4-4020-b4fd-b24398aa6f1a,PENDING,South Robertport,Gonzalezstad,2022-11-19 17:25:36,2023-02-07 17:25:36,
72aab469-49db-4666-a823-3273d4f2b6d1,b327052a-c769-4596-8885-a852c70c4310,IN_TRANSIT,Stephaniechester,East Shellyfurt,2023-03-11 01:04:27,2023-04-16 01:04:27,
79e8ccee-81fe-4abb-aefe-3555043d75b1,72aa7737-a25a-4d29-8143-dd3e27db5097,DONE,Codyview,Robinbury,2023-10-15 10:47:04,2023-12-11 10:47:04,2023-12-11 10:47:04
5f405ccd-0036-4fd2-a74a-f72180e4ffb1,c7d134af-89a1-4182-a860-e5a7372994e1,IN_TRANSIT,Ruizview,North Michaelmouth,2023-02-25 10:01:33,2023-03-24 10:01:33,
6ad8a4b1-d994-4725-996f-c70075b56671,7e23034e-6f1c-4daf-a16e-ca3b56b9fdfd,CREATED,East Rachelberg,Stewartburgh,2023-04-29 15:10:51,2023-04-29 15:10:51,
06b44a20-cc50-49b8-9086-4a7b3f9d181d,46c8d580-8a03-4e0a-a15a-97179a32ffb1,CREATED,New Randychester,Nancyhaven,2023-09-18 00:05:26,2023-09-18 00:05:26,
2f16d10c-7a33-415d-9c4e-0e7ec9eedd37,996c9f01-1450-436b-8403-3f14136ced35,DONE,West Nicholas,North Carlos,2022-11-25 23:19:15,2023-01-29 23:19:15,2023-01-29 23:19:15
22f1eb71-f500-44ce-a903-2a345f53ed55,99e9e672-b6f7-4bc6-b577-3c6209e3ea3c,DELIVERY,New Kathryn,Milesside,2022-12-25 20:15:35,2022-12-29 20:15:35,
4f5c5e82-9bc4-40e8-b0a5-c292173122c5,cc695366-7270-4396-a9a6-fcab5709e43a,IN_TRANSIT,Lake Mark,Harrisbury,2022-11-12 00:18:27,2022-11-24 00:18:27,
e157e5f4-e497-462a-a3e5-b21e7c937ada,bb2f161f-1205-490f-81cc-f97f285c3f84,CREATED,Port Nicole,East Vicki,2022-11-27 03:37:17,2022-11-27 03:37:17,
0e6b76cf-4c45-4d22-bc5e-294ec113700b,ce4918ef-5ac6-4a6d-b98a-d5ca3b3e45a0,IN_TRANSIT,Newtonchester,West Devonview,2022-12-11 03:54:43,2023-02-28 03:54:43,
70ee7551-6c2f-4130-bbb2-f180cffcd2b8,9689cc85-205a-4b7b-b22a-ef2aa37facdc,PENDING,New Patrick,Joseland,2022-12-02 06:01:08,2023-01-21 06:01:08,
14b29d45-a8eb-42be-9afb-adbb792c530f,7b6aed25-08d1-4588-97be-db26b37e74ee,IN_TRANSIT,New Jennifershire,Aimeeshire,2022-12-07 10:02:42,2023-03-07 10:02:42,
00860ffd-8df2-4e7c-8b77-69ddfe3b3f33,ba68b1f9-060e-46b1-b0f7-5bc830df9bba,CREATED,Tonychester,Carriefurt,2023-03-19 04:41:15,2023-03-19 04:41:15,
0a47d255-e1bf-4ce8-8788-0a4fa795997c,103603e6-1542-4be8-a58a-f3628c114788,CREATED,East Brandon,South Megan,2023-05-27 03:26:11,2023-05-27 03:26:11,
06ddb059-1807-406e-b767-9a4200562f2e,f54cf773-e17f-4afb-b371-b6f9527c8a9f,CREATED,Rickeyhaven,West Sarah,2023-10-26 16:16:55,2023-10-26 16:16:55,
36de0f91-bfab-4284-ba90-b11238d9e330,d20ec693-6579-4591-8107-35f3cb3dcee5,CREATED,Moyerstad,Lake Thomas,2023-04-02 21:09:16,2023-04-02 21:09:16,
f1d24be9-3db6-4181-bb4e-9b6cc4fbd9ad,bf1a0847-e434-432b-b84b-d8d791b9d9ab,DELIVERY,Ruizstad,West Janet,2023-08-17 20:48:07,2023-09-22 20:48:07,
77e5e3c2-7d39-4f86-87c3-f44e5c00951e,746f48c1-df76-44bd-90b4-02a205ca0559,DELIVERY,North Normanville,Melissaton,2023-09-01 13:42:48,2023-10-25 13:42:48,
bdd1f47c-7dc7-449e-b752-90103f65cf60,28faf3aa-474b-4738-b392-6f2c498f3427,IN_TRANSIT,South Brianborough,New Rachel,2023-05-30 18:21:34,2023-08-08 18:21:34,
4b54cd6b-2635-434c-a9e9-e6812647ee02,247b9ae0-36ed-4290-8759-2fd27a899ff1,DONE,Hansonfurt,North Laurenhaven,2023-06-24 13:43:36,2023-09-27 13:43:36,2023-09-27 13:43:36
88a814f2-4f8a-416b-84ab-df22d1c312b2,1a3863a4-6215-40c6-b8bd-f8338a7cce6c,DELIVERY,Wellsstad,New Melissa,2022-11-11 11:32:46,2022-12-04 11:32:46,
ee061deb-4df3-4be6-9c83-bbf8dbfb4bb8,2da37470-a47b-4081-9af6-b2182c597103,PENDING,Grimesmouth,Lake Emilyland,2023-06-13 12:20:26,2023-09-18 12:20:26,
7b87ddcf-aff5-4617-9de2-4aa2f8e9da18,1feed2b0-2603-4f5b-b79f-638db1b429f4,DELIVERY,Rodriguezchester,Port Tom,2023-11-01 00:41:16,2024-01-02 00:41:16,
c79c007d-2ff9-4587-a717-1a472a17e536,cf928497-eeab-45b7-ae82-56926c37369f,CREATED,Port Melindaland,Georgeview,2023-05-04 10:51:23,2023-05-04 10:51:23,
b4964678-cf12-4b94-9475-656dc5067289,74a4ce82-829c-484f-8aab-22fc8381f8c4,PENDING,East Ronaldfurt,Jamesstad,2023-08-19 18:56:32,2023-09-07 18:56:32,
22ea31e0-7c44-42bc-a97c-0c827f139d35,9ddb5926-44c6-406d-b801-069dc882a5e1,CREATED,Weavershire,New Jesse,2022-11-13 07:33:23,2022-11-13 07:33:23,
8bc062bc-2b24-4be0-8cfa-94ba1677b65b,2fa88b7a-fe1e-4174-8a91-c538c85b08d8,CREATED,Lake Daltonside,East Elizabethstad,2023-09-21 15:22:31,2023-09-21 15:22:31,
6d10396b-307b-46dd-a2a3-7bc4a18c193d,c871ab18-9414-46f7-9569-996a93ec4912,DONE,New Amanda,East Daniel,2023-06-03 09:54:57,2023-07-28 09:54:57,2023-07-28 09:54:57
53a3d49a-d0cc-4b62-a17b-574f10f06fe8,7b0038b4-7e77-4c50-952b-9dc4ea00b1f6,IN_TRANSIT,East Leonardtown,Port Jonathantown,2022-12-27 22:48:46,2023-03-10 22:48:46,
c145ed0d-279f-4e21-801d-72bdab75154e,d961239e-4167-4d25-8a1e-58f4456660ac,PENDING,Mejiaton,New Patrickville,2023-10-06 19:17:16,2023-10-29 19:17:16,
c1f9014e-0d44-47d4-a0e3-d6a052f571f7,467aa3c2-c153-421d-b94c-7727d1f3f5c2,DONE,South Albert,East Robert,2022-11-17 20:13:40,2023-02-24 20:13:40,2023-02-24 20:13:40
0201c2e1-97ed-4bfb-9c8e-237cdc0a61b3,ed239b63-1c94-42b3-ab74-adca4b779075,IN_TRANSIT,South Shawn,Harrisfurt,2023-07-10 19:27:04,2023-07-26 19:27:04,
4bca2a42-00d2-4f84-aaca-9cea0e8087f6,87184542-2097-47e1-b095-bcab6c993c8b,CREATED,Shannonview,Lake Derekside,2023-08-08 12:13:12,2023-08-08 12:13:12,
7db434ba-51f7-4857-9a71-bea52635a84f,e1a43712-a6d2-4f72-a05b-0d32a8c008c9,CREATED,New John,West Georgefort,2023-02-20 22:06:55,2023-02-20 22:06:55,
82ff79f9-03cc-4916-a5f7-36dba6f4116e,b5d4a30a-11e4-49c6-96ae-609cbb0af830,DONE,Jefferystad,Davidview,2023-06-09 07:30:39,2023-06-16 07:30:39,2023-06-16 07:30:39
30f2a261-7b56-4319-afce-0bd7e0b352e3,dc4a876c-7ed5-4208-8b02-12bbde2ef9bc,DONE,Lisaberg,South Cynthiatown,2023-05-23 08:19:12,2023-08-04 08:19:12,2023-08-04 08:19:12
b6cf6bbd-1896-4960-a8e8-d4301870326e,aafb70c4-556b-4284-b967-84ce1e22bcb5,DONE,Carrollmouth,New Jacobmouth,2023-02-23 14:33:37,2023-03-08 14:33:37,2023-03-08 14:33:37
b3ac1286-72e6-42b1-8acb-1a7ce016c9aa,70402395-f4d9-4eec-8b17-01bc09ab1f29,DONE,Robinberg,Myersville,2023-08-12 07:08:56,2023-10-06 07:08:56,2023-10-06 07:08:56
612d0d83-350e-4bf7-8bd5-07396539b15d,3ae01c16-144f-4f3f-816a-2e631e2631a8,PENDING,North Kaitlyn,Lopezborough,2023-04-23 01:06:28,2023-05-25 01:06:28,
6f3703b3-3957-41e2-aa7f-e19d4a4a0189,dad94ab1-7acf-4e64-8384-d9e9317f6e27,DONE,North Erica,North Marthastad,2023-05-17 22:18:56,2023-07-14 22:18:56,2023-07-14 22:18:56
c67b9722-8585-4180-8f61-df3755d05aba,6065e91c-8c53-4092-9e27-01cbcf5c96f0,IN_TRANSIT,South Tiffany,Lake Dianamouth,2023-04-02 12:35:52,2023-06-30 12:35:52,
f71b829d-feb0-4881-8bf7-5f46fd3e8886,87716a62-1c2b-4506-8521-4b5cea19053c,IN_TRANSIT,Frederickland,Michaelstad,2023-05-18 17:20:06,2023-06-09 17:20:06,
50a7e27d-d398-4290-9daf-504963c501a1,3b8f49ed-0932-47b8-a9a8-02267753d94b,PENDING,New Mistyfurt,Morrisborough,2023-10-13 15:29:54,2024-01-10 15:29:54,
98f9d91d-e40d-48aa-b3e0-c289e96e0561,bc02d7f7-8f43-430c-893a-9f98a4281ff2,DELIVERY,Anthonytown,North Ryan,2023-06-15 00:51:55,2023-07-29 00:51:55,
45f62ea1-c0c1-4d05-8fb7-24dd8439fabd,8ef11070-06ca-4f49-b712-6a6105c7dba5,DELIVERY,South Paul,North Martinshire,2023-09-09 04:02:00,2023-11-10 04:02:00,
5f390532-8d13-47a6-bef1-8775ea659a78,e6275f54-9c0c-4712-9c99-4935d6716cd8,PENDING,New Thomas,Crystalville,2022-11-24 05:12:59,2023-02-20 05:12:59,
41b5277e-0f22-44c2-bc6a-b3bf2da75d79,1e74c2c5-5397-416d-8e0d-c554b62de877,PENDING,East Dawnshire,Rebeccaport,2022-11-12 03:45:07,2022-11-13 03:45:07,
6c99a8c5-e623-4ee9-85ca-7cf7b8da7eb3,7a2c0ba1-1b0e-4a13-a086-5469b95b95d6,PENDING,Douglasfurt,Mariashire,2023-10-04 01:06:09,2023-11-22 01:06:09,
1e83e300-0327-405c-ac9d-df3b7a5309b1,37c330bd-007c-49e8-9e43-a76f7d852e0b,CREATED,North Kristina,Lake Jessica,2023-03-17 06:58:22,2023-03-17 06:58:22,
a091adbf-83b2-4367-abeb-348fde1b69c6,701885c4-0511-4132-b6fe-441b464e892b,CREATED,Smithbury,Oneillland,2023-06-09 13:38:24,2023-06-09 13:38:24,
7b93c18a-0b96-42a7-ba16-32cbe148a36a,dd0656d0-e19a-4911-a723-6e9773a1cf51,DONE,South David,Glendamouth,2022-12-07 10:54:20,2023-03-06 10:54:20,2023-03-06 10:54:20
52a29cc1-796e-44e2-86bc-8cd12680701c,e53bed80-0544-49ac-ab00-bf235b7f574d,PENDING,North Mercedes,South Lisa,2023-02-27 01:14:12,2023-04-02 01:14:12,
81a9ea79-7e2f-485e-b805-ad06b2a2102b,95881619-0725-4781-b64a-a33ade333460,DELIVERY,Adkinsview,North Diamondtown,2022-11-13 19:46:06,2022-11-30 19:46:06,
4855a8aa-4404-46de-81b7-3061aa93e524,a5a106ef-3f24-4412-b539-1328ef760fbf,PENDING,South Saraland,Juarezport,2022-11-16 05:32:13,2023-01-05 05:32:13,
b5346f50-4d55-408f-a3a3-281e002f7f39,965b3761-fc46-4133-9f02-6345bd1cf860,CREATED,Edwardside,North Stephanieshire,2023-07-14 18:14:25,2023-07-14 18:14:25,
2e31d8f6-f441-4ec4-bce4-39cffa3ef6a9,b652ffe5-55ea-46dc-8fa5-a91c5235d86c,DONE,Ryanville,Susanshire,2023-02-01 06:13:19,2023-02-11 06:13:19,2023-02-11 06:13:19
a50d6d9b-1d11-4b37-b7b8-dd01970abfa6,6cbbfc34-7c0d-4e4e-b566-708fc4990817,IN_TRANSIT,Brittneyhaven,Hillberg,2022-12-21 19:28:05,2023-01-03 19:28:05,
b1b23f2f-9d2e-42fa-9b0c-7daf42f5ee29,717f9fc3-07e9-4386-8d1a-b7bb178fb833,CREATED,East Mary,Simsbury,2023-06-30 23:48:30,2023-06-30 23:48:30,
480a8e4c-52fc-4d4e-b94b-0a374b8631d8,a77f128f-27e7-478d-b624-b5e1fb4ec30c,CREATED,Port Scott,Montoyastad,2022-12-17 00:33:45,2022-12-17 00:33:45,
2561f0d0-7a99-4a1c-8164-56748140bd4a,5b35ce60-fe80-4917-a408-754f0bf7a9a2,DONE,Port Jasmine,Joanntown,2023-07-11 01:25:15,2023-09-07 01:25:15,2023-09-07 01:25:15
965ced03-1704-44eb-a7b3-dba21f1a79a3,ea6e2615-d075-4b7b-a5ff-b21f1a35cb2e,CREATED,Debbieview,Rodriguezshire,2022-11-30 07:12:42,2022-11-30 07:12:42,
c1872674-e77f-4574-bd56-440bc6c8e589,7496a006-0fc7-4b73-8eaa-4c2ffdeecf47,DONE,Lake Josephmouth,Jordanbury,2023-03-14 11:33:23,2023-04-06 11:33:23,2023-04-06 11:33:23
54672ead-588c-4c13-8788-a1254f47e10d,9e8baf9a-9589-486b-a495-ecbcc4315bc9,DELIVERY,Chadbury,Port Angelicaside,2023-02-22 21:01:55,2023-03-13 21:01:55,
ad3322ef-85a3-45d8-bd1a-8f77e78b035f,35adfd0f-7055-4ced-bd00-c5e39a622543,DELIVERY,Lake Victoria,West Tyler,2023-10-10 11:26:55,2023-10-13 11:26:55,
5ad33dbe-53d3-4b2f-93da-0989df067eec,501b97d9-dc89-4edf-b80e-d2f5d2b871f7,DELIVERY,West Michelle,Port Stephanie,2023-06-26 06:31:19,2023-06-27 06:31:19,
1f7b95e3-0c6e-4f60-ae94-2083e6623f6e,4cd9cf3f-18c9-4fea-91c4-1ef398b37860,CREATED,New Lauraland,East Beckyport,2023-04-26 03:56:32,2023-04-26 03:56:32,
2ab8d12f-7a62-4199-b988-76954bfb6ca8,1ea527cc-f10c-4ab9-ab16-46b898ca0f2f,IN_TRANSIT,North Leah,East Alexandramouth,2023-03-08 04:29:53,2023-04-13 04:29:53,
4e4ff515-f815-436a-b9a6-0615cf723fc9,452a07c0-ef4e-4d35-ac42-13c1a74357de,PENDING,Heidishire,Williamburgh,2023-10-18 08:39:02,2023-12-31 08:39:02,
ccee01d8-059f-4beb-9479-0ae0c901f5c4,5e5e9215-1ec1-414a-8b3b-bc26dee7abea,CREATED,Franklinview,Meganside,2023-08-13 20:14:32,2023-08-13 20:14:32,
a4410489-dc64-49ab-850e-d5a8cddf665b,fc4b7724-e3df-4853-8788-a948a7fd3e10,DONE,East Veronicaborough,Lake Rogerburgh,2023-09-13 22:50:54,2023-09-27 22:50:54,2023-09-27 22:50:54
8ebffd41-73b6-4d9f-970f-dff7d2cc8c34,26b2720c-95b7-4246-856b-c28c0992de9b,PENDING,Pierceton,Rosstown,2023-03-27 19:24:19,2023-04-22 19:24:19,
36258494-88d0-4037-937d-1ac340a900ef,82853e7b-8ff5-4453-b597-ea2c91271fd2,IN_TRANSIT,West Hannahfort,Mariafort,2023-09-22 19:14:14,2023-12-10 19:14:14,
910b2fac-6204-4f2b-8a52-fd7003bf613f,d9468940-15d9-47bc-babe-63bc62b753e4,IN_TRANSIT,North Laurenfort,Lake Sandraville,2023-10-17 10:41:58,2023-12-23 10:41:58,
2b399ea7-c3e5-456e-abf9-48ff84adae26,2ef2fe53-fb56-4056-8096-765eecb52c52,DONE,Suttonchester,North Devin,2023-07-06 09:02:29,2023-07-12 09:02:29,2023-07-12 09:02:29
6b3f1542-c87b-40b6-a431-df4734103e82,4591e410-673d-4d01-8c82-a80d31fd5186,CREATED,Carmenburgh,Lake Lindsey,2023-04-25 00:21:27,2023-04-25 00:21:27,
af170a85-7f66-4131-aaff-d720a6915a4b,ee8afe31-b0c5-4bef-9b78-9960b7f00106,DONE,Lake Amanda,Lake Victormouth,2023-10-05 01:51:37,2023-11-25 01:51:37,2023-11-25 01:51:37
4831437d-e27b-471c-9f49-80a1d8042609,24abd218-2440-44c3-899d-bf52aabcad0c,IN_TRANSIT,Wyattshire,East Melissa,2023-04-20 21:45:32,2023-06-09 21:45:32,
fddd2436-7e7e-4b67-85fd-b0fda6d10568,43b71194-7987-4547-b87f-4e6c1417cd00,CREATED,New Chelseaside,South Jasmine,2023-03-07 05:49:37,2023-03-07 05:49:37,
59c14077-474c-4660-afc5-64646c222e64,ba9e02b3-4bb1-4d98-92f6-64a8ea09fd5a,PENDING,Kayleemouth,South Michaelport,2023-09-07 09:23:08,2023-12-01 09:23:08,
55266395-da92-4095-b6f0-1137a51d0db7,8a112332-9f54-4ba1-9ba8-12a81ace070b,DONE,North Jennifer,Mcgeeshire,2023-08-26 07:58:12,2023-11-06 07:58:12,2023-11-06 07:58:12
179dfcbc-1c52-4ee0-93c9-dd6ad62e5d24,a39f5c14-5981-4aad-86bd-0a52967e43b2,DONE,Mariaberg,East Tommy,2023-08-17 00:38:46,2023-09-23 00:38:46,2023-09-23 00:38:46
d698b320-a815-49e4-aa57-9035b45afc19,c1177c41-e86a-4e4a-be21-45df43a20229,DELIVERY,North Joshuaside,Michaelton,2023-10-02 04:02:46,2023-12-22 04:02:46,
f2b73a70-2ed3-4be0-b863-68dc663dd9d5,2025a809-8f9e-446d-b4ad-225fe11f4018,IN_TRANSIT,Mariahville,East Ann,2023-03-24 12:14:54,2023-06-08 12:14:54,
e37f65a8-5c1e-4a0d-b127-edaf0590a072,243941b1-49de-4286-b8fe-bac37219daad,DELIVERY,Jenniferland,Stevenchester,2023-06-16 22:32:21,2023-07-15 22:32:21,
727b790e-bba1-4547-a47d-c2fe4f7a2b59,f56e8689-d210-4de0-8573-5bfc0e58e6e8,CREATED,Chavezmouth,Beverlyberg,2022-12-29 21:34:06,2022-12-29 21:34:06,
a5d35d78-0e85-48bf-8162-846ea4d7dcc9,133b0fe6-c1f5-4c4d-90a0-d6880eb8ea8f,DELIVERY,New James,West Michael,2022-12-03 16:08:31,2023-02-25 16:08:31,
1ad82a10-07b7-46ee-91c3-128ca02e267f,3112aef6-50e1-48ce-bb48-6fa868d27417,IN_TRANSIT,East Bobby,Jessicastad,2023-10-23 03:08:17,2023-10-31 03:08:17,
